vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,id,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1476549608761982976,1777450703000-632578958264631296-1476549608761982976,1777450703000,1777465795000,1,138.985,46.0,3.0214130434782613,632578958264631296,1777450703000,1476549608761982976,NL01AK3039,15092000,1777465795000,1777450703000-632578958264631296-1476549608761982976,121.44000000000001,138.985,4.149999999999864,46.0,3.0214130434782613,146.875,46.0,,,,
1536022277991170048,1777427827000-632578958264631296-1536022277991170048,1777427827000,1777440364000,1,138.45,39.37,3.5166370332740664,632578958264631296,1777427827000,1536022277991170048,NL01AK7897,12537000,1777440364000,1777427827000-632578958264631296-1536022277991170048,103.93644822773548,138.45,3.4000000000000057,39.36986675293011,3.5166489353102985,143.18499999999995,39.36986675293011,,,,
1152269748554170368,1777419363000-632578958264631296-1152269748554170368,1777419363000,1777431054000,1,137.286,31.882,4.306066118813123,632578958264631296,1777419363000,1152269748554170368,RJ14GQ0814,11691000,1777431054000,1777419363000-632578958264631296-1152269748554170368,84.16769737746115,137.286,3.199999999999818,31.881703552068615,4.3061061582166404,142.0,31.881703552068615,,,,
939140294748667904,1777455244000-632578958264631296-939140294748667904,1777455244000,1777466534000,1,136.833,47.725,2.867113672079623,632578958264631296,1777455244000,939140294748667904,RJ47GA3481,11290000,1777466534000,1777455244000-632578958264631296-939140294748667904,125.99288025679382,136.833,3.100000000000364,47.724575854846144,2.8671391531310055,139.75,47.724575854846144,,,,
1073994678560358400,1777435229000-632578958264631296-1073994678560358400,1777435229000,1777446417000,1,136.677,49.438,2.764614264331081,632578958264631296,1777435229000,1073994678560358400,RJ47GA5628,11188000,1777446417000,1777435229000-632578958264631296-1073994678560358400,130.51631999998588,136.677,3.050000000000182,49.437999999994645,2.7646142643313807,143.5,49.437999999994645,,,,
1364616390270517248,1777420377000-632578958264631296-1364616390270517248,1777420377000,1777432065000,1,136.397,52.5,2.598038095238095,632578958264631296,1777420377000,1364616390270517248,NL01AJ4204,11688000,1777432065000,1777420377000-632578958264631296-1364616390270517248,138.6,136.397,3.199999999999818,52.5,2.598038095238095,143.375,52.5,,,,
1475452919183572992,1777434324000-632578958264631296-1475452919183572992,1777434324000,1777448550000,1,135.735,54.0,2.5136111111111115,632578958264631296,1777434324000,1475452919183572992,NL01AK3038,14226000,1777448550000,1777434324000-632578958264631296-1475452919183572992,142.56,135.735,3.9500000000000455,54.0,2.5136111111111115,143.125,54.0,,,,
1067764977248501760,1777425639000-632578958264631296-1067764977248501760,1777425639000,1777436916000,1,135.042,46.989,2.8739066590052995,632578958264631296,1777425639000,1067764977248501760,RJ47GA5835,11277000,1777436916000,1777425639000-632578958264631296-1067764977248501760,124.05210524012884,135.042,3.100000000000364,46.9894338030791,2.873880127305365,143.0,46.9894338030791,,,,
1083727986517082112,1777439309000-632578958264631296-1083727986517082112,1777439309000,1777450657000,1,134.497,48.359,2.78121962819744,632578958264631296,1777439309000,1083727986517082112,RJ47GA6315,11348000,1777450657000,1777439309000-632578958264631296-1083727986517082112,127.66880186609251,134.497,3.100000000000364,48.35939464624716,2.7811969315136453,141.39999999999418,48.35939464624716,,,,
1067775256489361408,1777460362000-632578958264631296-1067775256489361408,1777460362000,1777473677000,1,133.52,50.002,2.670293188272469,632578958264631296,1777460362000,1067775256489361408,RJ47GA4861,13315000,1777473677000,1777460362000-632578958264631296-1067775256489361408,132.00461850561737,133.52,3.649999999999636,50.00174943394597,2.670306569500824,138.5,50.00174943394596,,,,
1067775256489361408,1777421757000-632578958264631296-1067775256489361408,1777421757000,1777435773000,1,132.912,54.288,2.4482758620689657,632578958264631296,1777421757000,1067775256489361408,RJ47GA4861,14016000,1777435773000,1777421757000-632578958264631296-1067775256489361408,143.31954298406131,132.912,3.850000000000364,54.2877056757808,2.4482891355509175,138.20000000001164,54.28770567578079,,,,
1286311379313098752,1777448041000-632578958264631296-1286311379313098752,1777448041000,1777460551000,1,132.65,49.336,2.688706015891033,632578958264631296,1777448041000,1286311379313098752,RJ47GA3711,12510000,1777460551000,1777448041000-632578958264631296-1286311379313098752,130.24832610056055,132.65,3.4499999999989086,49.33648715930324,2.6886794670176792,143.875,49.33648715930324,,,,
1073664045493518336,1777453404000-632578958264631296-1073664045493518336,1777453404000,1777465883000,1,132.336,44.264,2.9896981745888307,632578958264631296,1777453404000,1073664045493518336,RJ47GA5839,12479000,1777465883000,1777453404000-632578958264631296-1073664045493518336,116.8571039792147,132.336,3.4500000000007276,44.26405453758132,2.989694490992535,136.2599999999802,44.26405453758132,,,,
1505916014645215232,1777476833000-632578958264631296-1505916014645215232,1777476833000,1777487976000,1,131.833,44.021,2.9947752209172895,632578958264631296,1777476833000,1505916014645215232,RJ47GA8530,11143000,1777487976000,1777476833000-632578958264631296-1505916014645215232,116.2162632522427,131.833,3.1000000000000227,44.021311837970714,2.9947540065420553,139.09000000000015,44.021311837970714,,,,
1067767710965825536,1777439829000-632578958264631296-1067767710965825536,1777439829000,1777451608000,1,131.539,26.019,5.05549790537684,632578958264631296,1777439829000,1067767710965825536,RJ47GA6291,11779000,1777451608000,1777439829000-632578958264631296-1067767710965825536,68.68945557956921,131.539,3.199999999999818,26.018733174079248,5.05554975024855,138.20000000001164,26.018733174079244,,,,
