account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,id,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,driver_ids,vehicle_device_type,active_driver,adblue_consumed
632578958264631296,1777468546000,1464286808345935872,NL01AK1960,1140000,1777469686000,1777468546000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777465109000,1464286808345935872,NL01AK1960,145000,1777465254000,1777465109000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777460099000,1464286808345935872,NL01AK1960,2978000,1777463077000,1777460099000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777486049000,1464628801508999168,NL01AK1964,2552000,1777488601000,1777486049000-632578958264631296-1464628801508999168,,,,,,,,,,,
632578958264631296,1777483593000,1464628801508999168,NL01AK1964,1862000,1777485455000,1777483593000-632578958264631296-1464628801508999168,,,,,,,,,,,
632578958264631296,1777481475000,1464628801508999168,NL01AK1964,248000,1777481723000,1777481475000-632578958264631296-1464628801508999168,,,,,,,,,,,
632578958264631296,1777457542000,1464628801508999168,NL01AK1964,143000,1777457685000,1777457542000-632578958264631296-1464628801508999168,,,,,,,,,,,
632578958264631296,1777442992000,1464628801508999168,NL01AK1964,8187000,1777451179000,1777442992000-632578958264631296-1464628801508999168,,,,,,,,,,,
632578958264631296,1777457096000,1465365829724930048,RJ14GQ0815,5099000,1777462195000,1777457096000-632578958264631296-1465365829724930048,,,,,,,,,,,
632578958264631296,1777452642000,1465365829724930048,RJ14GQ0815,2599000,1777455241000,1777452642000-632578958264631296-1465365829724930048,,,,,,,,,,,
632578958264631296,1777450429000,1465365829724930048,RJ14GQ0815,156000,1777450585000,1777450429000-632578958264631296-1465365829724930048,,,,,,,,,,,
632578958264631296,1777448352000,1465365829724930048,RJ14GQ0815,262000,1777448614000,1777448352000-632578958264631296-1465365829724930048,,,,,,,,,,,
632578958264631296,1777469845000,1467925946630668288,RJ47GA5320,2580000,1777472425000,1777469845000-632578958264631296-1467925946630668288,,,,,,,,,,,
632578958264631296,1777468705000,1467925946630668288,RJ47GA5320,1136000,1777469841000,1777468705000-632578958264631296-1467925946630668288,,,,,,,,,,,
632578958264631296,1777453244000,1467925946630668288,RJ47GA5320,13483000,1777466727000,1777453244000-632578958264631296-1467925946630668288,,,,,,,,,,,
632578958264631296,1777482447000,1471148657502846976,NL01AK2620,5134000,1777487581000,1777482447000-632578958264631296-1471148657502846976,,,,,,,,,,,
632578958264631296,1777457539000,1471164933021368320,NL01AK2622,282000,1777457821000,1777457539000-632578958264631296-1471164933021368320,,,,,,,,,,,
632578958264631296,1777445979000,1471164933021368320,NL01AK2622,151000,1777446130000,1777445979000-632578958264631296-1471164933021368320,,,,,,,,,,,
632578958264631296,1777457395000,1471165126924042240,NL01AK2621,9410000,1777466805000,1777457395000-632578958264631296-1471165126924042240,,,,,,,,,,,
632578958264631296,1777445305000,1471165126924042240,NL01AK2621,10306000,1777455611000,1777445305000-632578958264631296-1471165126924042240,,,,,,,,,,,
632578958264631296,1777477123000,1475452919183572992,NL01AK3038,6222000,1777483345000,1777477123000-632578958264631296-1475452919183572992,,,,,,,,,,,
632578958264631296,1777460706000,1475452919183572992,NL01AK3038,6269000,1777466975000,1777460706000-632578958264631296-1475452919183572992,,,,,,,,,,,
632578958264631296,1777456070000,1475453057469775872,NL01AK3037,387000,1777456457000,1777456070000-632578958264631296-1475453057469775872,,,,,,,,,,,
632578958264631296,1777453059000,1475453057469775872,NL01AK3037,537000,1777453596000,1777453059000-632578958264631296-1475453057469775872,,,,,,,,,,,
632578958264631296,1777451061000,1475453057469775872,NL01AK3037,563000,1777451624000,1777451061000-632578958264631296-1475453057469775872,,,,,,,,,,,
632578958264631296,1777450041000,1475453057469775872,NL01AK3037,286000,1777450327000,1777450041000-632578958264631296-1475453057469775872,,,,,,,,,,,
632578958264631296,1777447034000,1475453057469775872,NL01AK3037,318000,1777447352000,1777447034000-632578958264631296-1475453057469775872,,,,,,,,,,,
632578958264631296,1777446246000,1475453057469775872,NL01AK3037,692000,1777446938000,1777446246000-632578958264631296-1475453057469775872,,,,,,,,,,,
632578958264631296,1777462791000,1475453376262045696,NL01AK3040,1142000,1777463933000,1777462791000-632578958264631296-1475453376262045696,,,,,,,,,,,
632578958264631296,1777481154000,1476549765217910784,NL01AK3042,150000,1777481304000,1777481154000-632578958264631296-1476549765217910784,,,,,,,,,,,
632578958264631296,1777474437000,1476549765217910784,NL01AK3042,119000,1777474556000,1777474437000-632578958264631296-1476549765217910784,,,,,,,,,,,
632578958264631296,1777473375000,1476549765217910784,NL01AK3042,222000,1777473597000,1777473375000-632578958264631296-1476549765217910784,,,,,,,,,,,
632578958264631296,1777471807000,1476549765217910784,NL01AK3042,315000,1777472122000,1777471807000-632578958264631296-1476549765217910784,,,,,,,,,,,
