vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,distance,mileage,engine_hours,active_driver,driver_ids,vehicle_device_type
739451124913799168,1784203863000-642689989225816064-739451124913799168,1784203863000,1784224737000,1,196.756,50.289,3.912505716955994,642689989225816064,1784203863000,739451124913799168,MP13P2781,20874000,1784224737000,132.76339735873682,50.28916566618819,,50.28916566618819,1784203863000-642689989225816064-739451124913799168,196.756,3.91249282809813,0.0,,,
1533070673256120320,1784160655000-642689989225816064-1533070673256120320,1784160655000,1784174840000,1,196.073,56.684,3.459053701220803,642689989225816064,1784160655000,1533070673256120320,MP09BQ7694,14185000,1784174840000,149.64471234870481,56.68360316238819,193.89500000000407,56.68360316238819,1784160655000-642689989225816064-1533070673256120320,196.073,3.459077917793733,3.9108333333333576,,,
1533610372471193600,1784184402000-642689989225816064-1533610372471193600,1784184402000,1784199435000,1,196.031,66.637,2.9417740894698143,642689989225816064,1784184402000,1533610372471193600,MP09BL8769,15033000,1784199435000,175.92225180705006,66.63721659357957,194.38999999999942,66.63721659357957,1784184402000-642689989225816064-1533610372471193600,196.031,2.9417645277051894,4.126111111111186,,,
1537213879656906752,1784171884000-642689989225816064-1537213879656906752,1784171884000,1784186609000,1,196.008,62.086,3.157040234513417,642689989225816064,1784171884000,1537213879656906752,MP09BN1073,14725000,1784186609000,163.90634789673845,62.085737839673655,193.97499999999127,62.085737839673655,1784171884000-642689989225816064-1537213879656906752,196.008,3.1570535652835257,4.0349999999998545,,,
1326603043004743680,1784162447000-642689989225816064-1326603043004743680,1784162447000,1784176504000,1,196.005,56.889,3.4453936613405047,642689989225816064,1784162447000,1326603043004743680,MP09AE6372,14057000,1784176504000,150.18624071614164,56.88872754399304,194.47999999998137,56.88872754399304,1784162447000-642689989225816064-1326603043004743680,196.005,3.4454101622931526,3.876111111110731,,,
1326602160833560576,1784166715000-642689989225816064-1326602160833560576,1784166715000,1784181374000,1,195.997,62.101,3.1561005458849296,642689989225816064,1784166715000,1326602160833560576,MP09DT3645,14659000,1784181374000,163.9454549107103,62.10055110254178,,62.10055110254178,1784166715000-642689989225816064-1326602160833560576,195.997,3.1561233599419354,4.004444444444744,,,
1533070516129103872,1784187913000-642689989225816064-1533070516129103872,1784187913000,1784202857000,1,195.956,66.74,2.9361102786934374,642689989225816064,1784187913000,1533070516129103872,MP09BQ7692,14944000,1784202857000,176.19280863696878,66.73970024127605,193.52999999999884,66.73970024127605,1784187913000-642689989225816064-1533070516129103872,195.956,2.9361234661166247,4.095833333333303,,,
1326601969871093760,1784170037000-642689989225816064-1326601969871093760,1784170037000,1784184777000,1,195.916,51.961,3.7704432170281557,642689989225816064,1784170037000,1326601969871093760,MP09BN3893,14740000,1784184777000,137.17745998534193,51.96115908535678,194.27999999999884,51.96115908535678,1784170037000-642689989225816064-1326601969871093760,195.916,3.770431673361406,4.06555555555542,,,
1326601811460620288,1784191291000-642689989225816064-1326601811460620288,1784191291000,1784206457000,1,195.914,73.319,2.672076815013843,642689989225816064,1784191291000,1326601811460620288,MP09AE9054,15166000,1784206457000,193.56210912664392,73.31898072978936,193.48000000003958,73.31898072978936,1784191291000-642689989225816064-1326601811460620288,195.914,2.672077517307882,4.123611111112041,,,
1557834733679804416,1784189826000-642689989225816064-1557834733679804416,1784189826000,1784204272000,1,195.914,52.486,3.7326906222611744,642689989225816064,1784189826000,1557834733679804416,MP09BQ8967,14446000,1784204272000,138.56320626159498,52.486062977876884,193.5899999999965,52.486062977876884,1784189826000-642689989225816064-1557834733679804416,195.914,3.73268614341637,3.9641666666666424,,,
1326601999923281920,1784186153000-642689989225816064-1326601999923281920,1784186153000,1784201295000,1,195.876,64.979,3.0144508225734468,642689989225816064,1784186153000,1326601999923281920,MP09DZ9027,15142000,1784201295000,171.54548246934667,64.97934942020707,193.1599999999744,64.97934942020707,1784186153000-642689989225816064-1326601999923281920,195.876,3.0144346126538335,4.157222222222117,,,
